ID,COUNTRY_NAME,ISO3,ISO2,POLICY_TYPE,POLICY_SUBTYPE,START_DATE,END_DATE,AIR,AIR_TYPE,TARGETS_AIR,LAND,LAND_TYPE,TARGETS_LAND,SEA,SEA_TYPE,TARGETS_SEA,CITIZEN,CITIZEN_LIST,HISTORY_BAN,HISTORY_BAN_LIST,REFUGEE,REFUGEE_LIST,VISA_BAN,VISA_BAN_TYPE,VISA_BAN_LIST,CITIZEN_EXCEP,CITIZEN_EXCEP_LIST,COUNTRY_EXCEP,COUNTRY_EXCEP_LIST,WORK_EXCEP,SOURCE_TYPE,INTERNAL_GOVT_SOURCE,AIRLINE_SOURCE,INSURANCE_SOURCE,GOVT_SOCIAL_MED_SOURCE,EXT_GOVT_SOURCE,INTERNAL_MEDIA_SOURCE,EXT_MEDIA_SOURCE,OTHER_SOURCE,END_SOURCE
362,"Korea, Democratic People's Republic of",PRK,KP,COMPLETE,ESSENTIAL_ONLY,01_22_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"3,7",,,https://web.archive.org/web/20200313010930/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,https://web.archive.org/web/20200531000132/https://www.straitstimes.com/asia/east-asia/north-korea-to-temporarily-ban-tourists-over-wuhan-virus-fears-says-tour-company,,
497,Namibia,NAM,NA,COMPLETE,ESSENTIAL_ONLY,06_02_20,06_29_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20201205195856/https://www.facebook.com/media/set/?set=a.2782633291848116&type=3,,,,,,,,
685,Jordan,JOR,JO,COMPLETE,ESSENTIAL_ONLY,03_17_20,07_04_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,2,,https://web.archive.org/web/20200318223018/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,
686,Jordan,JOR,JO,COMPLETE,ESSENTIAL_ONLY,03_17_20,07_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,8,,,,,,,,https://jo.usembassy.gov/covid-19-information/,
720,Lebanon,LBN,LB,COMPLETE,ESSENTIAL_ONLY,03_18_20,03_29_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,7,,,,,,,https://web.archive.org/web/20201201012219if_/https://uk.reuters.com/article/uk-health-coronavirus-lebanon/lebanon-launches-countrywide-shutdown-airport-closure-to-combat-coronavirus-idUKKBN2120SD,,
800,Jordan,JOR,JO,COMPLETE,ESSENTIAL_ONLY,03_17_20,07_04_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200531190357/http://www.viaggiaresicuri.it/country/JOR,,,,,,,,
1070,Angola,AGO,AO,COMPLETE,ESSENTIAL_ONLY,03_20_20,05_26_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,6,,,,,,https://web.archive.org/web/20201209010810/https:/www.verangola.net/va/en/032020/Health/19070/Angola-closes-air-land-and-sea-borders-to-passengers-for-15-days.htm,,,https://web.archive.org/web/20201209010143/https:/www.verangola.net/va/en/052020/Transports/20142/Borders-remain-closed-but-nationals-and-foreign-residents-may-return.htm
1267,Guinea-Bissau,GNB,GW,COMPLETE,ESSENTIAL_ONLY,03_18_20,08_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,5,,,,,https://web.archive.org/web/20200320221853/https://gw.usmission.gov/covid-19-information/,,,,
1367,Malaysia,MYS,MY,COMPLETE,ESSENTIAL_ONLY,03_18_20,12_31_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,Brunei,0,1,https://web.archive.org/web/20200321140010/https://www.pmo.gov.my/ms/2020/03/perutusan-khas-yab-perdana-menteri-mengenai-covid-19-16-mac-2020-2/,,,,,,,,https://web.archive.org/web/20201115162954/https://www.iatatravelcentre.com/world.php
1474,Dominican Republic,DOM,DO,COMPLETE,ESSENTIAL_ONLY,03_19_20,03_31_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200403034458/https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,, https://web.archive.org/web/20200625011353/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
1486,Ecuador,ECU,EC,COMPLETE,ESSENTIAL_ONLY,03_16_20,04_03_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"1,3",https://web.archive.org/web/20200331021243/https:/www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/,,https://web.archive.org/web/20200323231626/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,https://web.archive.org/web/20200414183010/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
1742,Uganda,UGA,UG,COMPLETE,ESSENTIAL_ONLY,03_22_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,4,,,,https://twitter.com/MinofHealthUG/status/1241419219960553472,,,,,
2373,Suriname,SUR,SR,COMPLETE,ESSENTIAL_ONLY,03_15_20,04_09_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200524221432/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
2521,Dominica,DMA,DM,COMPLETE,ESSENTIAL_ONLY,03_26_20,07_15_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,6,,,,,,https://web.archive.org/save/https://dominicanewsonline.com/news/homepage/homepage-carousel/positive-covid-19-cases-in-dominica-increase-to-seven/,,,https://web.archive.org/web/20201128175230/https://dominicanewsonline.com/news/homepage/news/general/returning-dominicans-warned-to-comply-with-quarantine-protocols-or-face-more-stringent-measures/
2691,Congo,COG,CG,COMPLETE,ESSENTIAL_ONLY,03_21_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200827002106/http://nwzkbpn.cluster023.hosting.ovh.net/storage/app/public/files/Déclaration%20n4%20du%20Premier%20Ministre-2020-03-23-5e78da592b11b.pdf,,,,,,,,
2704,"Congo, The Democratic Republic of the",COD,CD,COMPLETE,ESSENTIAL_ONLY,03_24_20,05_08_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,5,,,,,http://web.archive.org/web/20200411032024/https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/republique-democratique-du-congo/,,,,http://web.archive.org/web/20200516022810/https://www.garda.com/crisis24/news-alerts/340461/drc-border-crossing-with-zambia-partially-reopened-for-pedestrians-from-may-8-update-13
2897,Saint Kitts and Nevis,KNA,KN,COMPLETE,ESSENTIAL_ONLY,03_26_20,10_31_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,2,,https://web.archive.org/web/20200328214914/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,https://zizonline.com/st-kitts-and-nevis-borders-to-reopen-october-31-2020/
3266,Mozambique,MOZ,MZ,COMPLETE,ESSENTIAL_ONLY,04_01_20,09_07_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://perma.cc/5RD4-ERHR,,,,,,,,https://web.archive.org/web/20201016230911/https://www.worldaware.com/covid-19-alert-varying-travel-restrictions-measures-remain-place-across-africa
3400,Samoa,WSM,WS,COMPLETE,ESSENTIAL_ONLY,03_26_20,04_03_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,http://www.samoagovt.ws/2020/03/amended-state-of-emergency-orders-for-coronavirus-covid-19-30th-march-2020/   https://www.samoaembassyjapan.jp/?p=833,,,,,,,,
3730,Cuba,CUB,CU,COMPLETE,ESSENTIAL_ONLY,04_02_20,04_23_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,7,,,,,,,https://www.worldaware.com/covid-19-alert-cuba-suspends-all-flights-and-requests-foreign-sea-vessels-withdraw,,
3758,Saint Lucia,LCA,LC,COMPLETE,ESSENTIAL_ONLY,03_23_20,04_15_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,4,,,,http://web.archive.org/web/20200403023454/https://34a1ju2gva4u3yrm051vedfb-wpengine.netdna-ssl.com/wp-content/uploads/2020/03/Border-Closure-Official.jpeg,,,,,http://web.archive.org/web/20200403023454/https://34a1ju2gva4u3yrm051vedfb-wpengine.netdna-ssl.com/wp-content/uploads/2020/03/Border-Closure-Official.jpeg
4881,Bahamas,BHS,BS,COMPLETE,ESSENTIAL_ONLY,03_24_20,06_30_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,2,,https://web.archive.org/web/20200326021647/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,
5081,Gabon,GAB,GA,COMPLETE,ESSENTIAL_ONLY,03_20_20,09_19_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"3,6",,,https://web.archive.org/web/20200323231626/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,http://web.archive.org/web/20200321164722/https://gabonactu.com/declaration-integrale-sur-la-fermeture-des-frontieres-au-gabon/,,,https://web.archive.org/web/20200702024123/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
5167,Syrian Arab Republic,SYR,SY,COMPLETE,ESSENTIAL_ONLY,04_10_20,10_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,4,,,,https://web.archive.org/web/20210408022721/https://www.facebook.com/permalink.php?story_fbid=3450823988345885&id=969571913137784,,,,,
5944,Djibouti,DJI,DJ,COMPLETE,ESSENTIAL_ONLY,03_18_20,09_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200524221432/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
7412,Suriname,SUR,SR,COMPLETE,ESSENTIAL_ONLY,03_15_20,04_09_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200524221432/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
7708,Belize,BLZ,BZ,COMPLETE,ESSENTIAL_ONLY,04_05_20,07_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200426045231/https://www.pressoffice.gov.bz/all-borders-closed-to-the-entry-of-belizean-nationals/,,,,,,,,https://web.archive.org/web/20210414181348/https://www.pressoffice.gov.bz/wp-content/uploads/2019/12/SI-No-94-of-2020-Quarantine-Prevention-of-the-spread-of-infectious-disease-COVID-19-Regulations-2020.pdf
10521,South Sudan,SSD,SS,COMPLETE,ESSENTIAL_ONLY,03_23_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"6,7",,,,,,https://web.archive.org/web/20201206183132/https://www.voanews.com/africa/south-sudan-focus/south-sudan-sudan-close-borders-airports,https://web.archive.org/web/20201206181254/https://www.garda.com/fr/crisis24/alertes-de-securite/326296/south-sudan-authorities-shut-borders-as-of-march-23,,
10841,Azerbaijan,AZE,AZ,COMPLETE,ESSENTIAL_ONLY,04_05_20,08_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200601011208/https://nk.gov.az/az/article/790/,,,,,,,,
11474,Congo,COG,CG,COMPLETE,ESSENTIAL_ONLY,03_31_20,05_31_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200504210823/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
12759,Romania,ROU,RO,COMPLETE,ESSENTIAL_ONLY,04_04_20,06_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,8,,,,,,,,https://web.archive.org/web/20210329202134/https://dslv.org/dslv/web.nsf/gfx/49A2A8939A1B30F0C12585690027F00D/$file/coronavirus-covid-19-1505.pdf,
17729,Samoa,WSM,WS,COMPLETE,ESSENTIAL_ONLY,08_26_20,09_03_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,7,,,,,,,"https://www.rnz.co.nz/international/pacific-news/424460/samoa-halts-all-international-flights							",,
AB2,Argentina,ARG,AR,COMPLETE,ESSENTIAL_ONLY,05_09_20,05_30_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,6,,,,,,https://web.archive.org/web/20200919152010/https://www.garda.com/crisis24/news-alerts/340476/argentina-authorities-extend-covid-19-restrictions-in-buenos-aires-until-may-24-update-13,,,
AB6,Nepal,NPL,NP,COMPLETE,ESSENTIAL_ONLY,05_30_20,06_14_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200921163601/https://www.immigration.gov.np/post/notice-regarding-temporary-shutdown-of-visa-services-sunday-31st-may-2020,,,,,,,,
CK2,Anguilla,AIA,AI,COMPLETE,ESSENTIAL_ONLY,03_20_20,04_03_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200428083953/https://beatcovid19.ai/immigration-travel-advisory/,,,,,,,,
CK9,"Virgin Islands, British",VGB,VG,COMPLETE,ESSENTIAL_ONLY,03_22_20,04_15_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200325144855/http://www.bvi.gov.vg/media-centre/bvi-government-implement-new-measures-protect-against-covid-19,,,,,,,,https://web.archive.org/web/20201017235049/https://bvi.gov.vg/media-centre/premier-fahies-statement-covid-19-update-we-will-rise-again
EB13,"Bonaire, Sint Eustatius and Saba",BES,BQ,COMPLETE,ESSENTIAL_ONLY,03_15_20,06_11_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/save/https://www.tourismbonaire.com/news-flash/new-bonaire-travel-restrictions-due-to-covid-19,,,,,,,, https://web.archive.org/web/20200628163443/https://www.tourismbonaire.com/news-flash/traveling-to-bonaire-becomes-possible-again
EB50,Kiribati,KIR,KI,COMPLETE,ESSENTIAL_ONLY,03_23_20,12_31_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,2,,https://web.archive.org/web/20200327005254/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,
LM10,Lebanon,LBN,LB,COMPLETE,ESSENTIAL_ONLY,08_14_20,08_28_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,7,,,,,,,https://web.archive.org/web/20201210194046if_/https://www.reuters.com/article/us-health-coronavirus-lebanon-shutdown/lebanon-orders-two-week-shutdown-after-covid-19-surge-idUSKCN25E2CI,,
LM11,Sierra Leone,SLE,SL,COMPLETE,ESSENTIAL_ONLY,04_05_20,04_07_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"5,7",,,,,https://web.archive.org/web/20201211155954/https://www.osac.gov/Content/Report/aba2d9c4-0e08-46e7-87fe-18576b69fade,,https://web.archive.org/web/20200910002229/https://africafeeds.com/2020/04/01/sierra-leone-imposes-3-day-nationwide-lockdown-over-covid-19/,,
LM12,Sierra Leone,SLE,SL,COMPLETE,ESSENTIAL_ONLY,05_03_20,05_05_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"5,7",,,,,https://web.archive.org/web/20201211160601/https://www.osac.gov/Content/Report/55e74a22-8de4-4aaa-894e-18940557811c,,https://web.archive.org/web/20201211160449/https://africa.cgtn.com/2020/05/01/sierra-leone-to-impose-nationwide-lockdown-over-covid-19/,,
LM47,"Palestine, State of",PSE,PS,COMPLETE,ESSENTIAL_ONLY,03_20_20,04_03_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://info.wafa.ps/ar_page.aspx?id=NSwQbGa27782621823aNSwQbG,,,,,,,,
MG10,Sint Maarten (Dutch part),SXM,SX,COMPLETE,ESSENTIAL_ONLY,03_22_20,06_02_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200614172830/http://www.sintmaartengov.org/government/VSA/Health-Updates/NOVELCORONAVIRUS/Pages/Travel-advice.aspx,,,,,,,,
MG12,Aruba,ABW,AW,COMPLETE,ESSENTIAL_ONLY,03_26_20,04_21_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20201112190938/https://www.arubacovid19.org/ddg,,,,,,,,
MS3,"Congo, The Democratic Republic of the",COD,CD,COMPLETE,ESSENTIAL_ONLY,03_24_20,08_15_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200402131848/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,https://web.archive.org/web/20200815133547/https://cd.usembassy.gov/covid-19-information/
MS55,Sint Maarten (Dutch part),SXM,SX,COMPLETE,ESSENTIAL_ONLY,03_22_20,04_03_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200614172830/http://www.sintmaartengov.org/government/VSA/Health-Updates/NOVELCORONAVIRUS/Pages/Travel-advice.aspx,,,,,,,,
MS56,Sint Maarten (Dutch part),SXM,SX,COMPLETE,ESSENTIAL_ONLY,03_22_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200614172830/http://www.sintmaartengov.org/government/VSA/Health-Updates/NOVELCORONAVIRUS/Pages/Travel-advice.aspx,,,,,,,,
MS62,Saint Lucia,LCA,LC,COMPLETE,ESSENTIAL_ONLY,03_24_20,06_04_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20200516094434/https://www.covid19response.lc/blogs/airports-closed-to-incoming-passengers,,,,,,,,https://web.archive.org/web/20200823030926/https://34a1ju2gva4u3yrm051vedfb-wpengine.netdna-ssl.com/wp-content/uploads/2020/06/Final-June-4-Website-Update-2-1.pdf
NL116,Saudi Arabia,SAU,SA,COMPLETE,ESSENTIAL_ONLY,03_15_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,3,,,https://web.archive.org/web/20200321104020/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
NL26,Cocos (Keeling) Islands,CCK,CC,COMPLETE,ESSENTIAL_ONLY,04_17_20,04_17_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,1,https://web.archive.org/web/20201128211139/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/declaration-of-state-of-emergency-cki-17-april-2020.pdf,,,,,,,,https://web.archive.org/web/20201128211439/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/extension-of-state-of-emergency-cki-4-june-2020.pdf
NL61,Somaliland,SOL,XS,COMPLETE,ESSENTIAL_ONLY,03_26_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,"4,6,7",,,,https://web.archive.org/web/20210312051951/https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FNPCCOVID19%2Fposts%2F114274343544569,,https://web.archive.org/web/20210312052224/https://somalilandstandard.com/somaliland-government-closes-borders-amid-fears-of-covid-19/,https://web.archive.org/web/20210312052108/https://crisis24.garda.com/insights/risk-alerts/wip1001192116/somalia-authorities-are-maintaining-restrictions-as-of-december-4-due-to-covid-19-activity-domestic-and-international-flights-ongoing-update-5,,
67,Armenia,ARM,AM,COMPLETE,CITIZEN_EXCEP,03_14_20,03_24_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,goods traffic,0,NA,0,6,,,,,,https://web.archive.org/web/20200314080850/http://georgiatoday.ge/news/19922/Georgia-Azerbaijan%2C-Georgia-Armenia-Borders-to-be-Closed-until-March-24,,,
218,Cyprus,CYP,CY,COMPLETE,CITIZEN_EXCEP,03_15_20,06_09_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"citizens, permanent residents",0,NA,0,2,, https://web.archive.org/web/20200315220443/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,AF328  https://web.archive.org/web/20200621113610/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
386,Marshall Islands,MHL,MH,COMPLETE,CITIZEN_EXCEP,03_08_20,09_05_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,citizen exception,0,NA,0,3,,,https://web.archive.org/web/20200504210823/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,https://www.rnz.co.nz/international/pacific-news/424819/marshall-islands-bans-outbound-travel
424,Latvia,LVA,LV,COMPLETE,CITIZEN_EXCEP,03_17_20,05_15_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"citizens, residents",0,NA,0,"1,4",https://web.archive.org/web/20200529223344/https:/www.mfa.gov.lv/en/consular-information/news/66019-emergency-situation-in-latvia-to-restrict-the-spread-of-covid-19,,,https://archive.is/rzktp,,,,,
474,Norway,NOR,NO,COMPLETE,CITIZEN_EXCEP,03_16_20,06_15_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"citizens, permanent residents",0,NA,0,"1,3",https://web.archive.org/web/20200316102448/https://www.regjeringen.no/en/aktuelt/stricter-border-controls-being-introduced/id2693624/,,https://web.archive.org/web/20200524221432/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
545,Georgia,GEO,GE,COMPLETE,CITIZEN_EXCEP,03_18_20,07_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"Citizens, dependents, and diplomats ",0,NA,0,"1,2",https://web.archive.org/web/20200320035756/https://ge.usembassy.gov/covid-19-information-on-georgia/,https://web.archive.org/web/20200331213757/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,https://web.archive.org/web/20200521175324/https://ge.usembassy.gov/covid-19-information-on-georgia/
574,Montenegro,MNE,ME,COMPLETE,CITIZEN_EXCEP,03_15_20,06_01_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"Nationals, permanent residents",0,NA,0,"1,2",https://web.archive.org/web/20200531200237/http://www.gov.me/en/News/222906/New-provisional-measures-to-protect-citizens-against-coronavirus-adopted-Foreign-travel-and-foreigners-entering-Montenegro-prohi.html,https://web.archive.org/web/20200317212546/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,,,,,,https://web.archive.org/save/http://www.gov.me/en/News/225883/Montenegro-opens-all-road-border-crossings-at-midnight.html
670,Serbia,SRB,RS,COMPLETE,CITIZEN_EXCEP,03_15_20,04_04_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,citizens,0,NA,0,1,https://web.archive.org/web/20200731203016/https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,,,,,,,,
671,Serbia,SRB,RS,COMPLETE,CITIZEN_EXCEP,03_15_20,04_04_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,citizens,0,NA,0,1,https://web.archive.org/web/20200731203016/https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,,,,,,,,
696,Ghana,GHA,GH,COMPLETE,CITIZEN_EXCEP,03_17_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"citizens, resident permit holders",0,NA,0,3,,,https://web.archive.org/web/20200321104020/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
804,Guatemala,GTM,GT,COMPLETE,CITIZEN_EXCEP,03_17_20,04_02_20,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,"citizens, permanent residents, accredited diplomats",0,NA,0,3,,,https://web.archive.org/web/20200320135415/https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
810,Sudan,SDN,SD,COMPLETE,CITIZEN_EXCEP,03_16_20,NONE,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1,citizens,0,NA,0,3,,,https://web.archive.org/web/20200320135415/pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,,,
